partner_id,tenure_months,city_district,avg_customer_rating,safety_score,avg_weekly_trips,grab_pay_usage_rate,acceptance_rate,cancellation_rate,peak_hour_percentage,avg_weekly_earnings,earnings_stability_score,loan_default
3734,2,West,4.67,83.4,44,0.62,0.91,0.14,0.62,11487.172412083693,1353.49,1
3735,48,North,4.8,97.6,54,0.69,0.87,0.15,0.49,11935.794863325647,294.33,0
3736,1,West,4.88,94.0,78,0.25,1.0,0.09,0.66,13922.154488965272,4160.18,1
3737,51,West,4.55,90.3,113,0.87,0.98,0.14,0.71,18465.384263075986,2982.08,1
3738,50,West,4.74,91.7,142,0.52,0.96,0.14,0.58,18770.303696315223,901.35,0
3739,32,South,4.62,97.5,99,0.49,0.95,0.07,0.58,15113.61604627678,2934.02,1
3740,58,South,4.88,94.8,126,0.84,1.0,0.08,0.59,17733.833563767534,2483.02,0
3741,44,West,4.96,84.9,40,0.3,0.92,0.02,0.4,13187.934284380015,677.42,0
3742,8,South,4.52,72.2,28,0.86,0.98,0.15,0.56,11988.92776937185,2379.9,1
3743,34,East,4.88,94.4,23,0.34,0.86,0.15,0.69,12157.789922322097,3800.39,1
3744,21,West,4.51,89.6,100,0.79,0.94,0.06,0.44,15605.252692437609,874.47,1
3745,56,East,4.71,78.6,80,0.25,0.89,0.13,0.22,11664.179630531815,815.89,1
3746,27,North,4.81,83.7,65,0.63,0.96,0.1,0.77,13907.913672781091,3134.3,0
3747,43,West,4.75,81.7,85,0.57,0.94,0.15,0.38,15665.084401097134,1210.07,1
3748,55,South,4.95,70.4,74,0.49,0.98,0.12,0.58,15225.018811609965,3107.97,1
3749,31,West,4.86,95.7,69,0.61,0.9,0.06,0.77,16566.006159604713,2807.8,0
3750,54,South,4.57,73.4,66,0.84,0.96,0.1,0.58,12320.803424932177,785.45,1
3751,56,East,4.5,98.7,130,0.52,0.96,0.09,0.36,16562.87206770343,537.82,0
3752,46,South,4.61,95.3,140,0.37,0.94,0.13,0.21,15255.411631384366,2764.05,0
3753,36,West,4.89,87.1,26,0.22,0.87,0.04,0.48,11974.046943729383,2862.64,0
3754,17,East,4.58,85.1,68,0.83,0.99,0.1,0.53,14167.554495735993,2128.89,1
3755,3,East,4.86,74.9,148,0.4,0.91,0.11,0.24,16682.92393324834,2967.54,1
3756,30,North,4.83,81.8,115,0.18,0.95,0.11,0.36,14622.895951678487,1741.44,0
3757,37,West,4.59,88.4,121,0.32,0.99,0.14,0.45,13541.005473124547,1296.5,0
3758,32,South,4.51,97.3,76,0.21,0.99,0.1,0.75,12214.500812803271,2822.53,1
3759,23,North,4.99,75.0,109,0.6,0.98,0.04,0.36,16881.582387593313,689.18,0
3760,12,West,4.77,87.6,52,0.2,0.87,0.03,0.7,16711.544016726824,1624.47,1
3761,41,West,5.0,87.2,24,0.6,0.94,0.04,0.28,12646.073588908459,3359.02,0
3762,9,South,4.74,96.8,69,0.48,0.93,0.03,0.57,15264.491389578649,1953.48,1
3763,48,North,4.85,74.3,99,0.56,0.93,0.02,0.38,15215.613504053284,2512.73,0
3764,23,North,4.99,89.5,148,0.62,0.86,0.1,0.45,18092.884392705975,2361.82,0
3765,40,North,4.54,91.5,49,0.72,0.99,0.12,0.29,12597.308256088543,2010.14,0
3766,59,East,4.54,80.0,31,0.66,0.93,0.06,0.25,10789.812692161875,1289.81,0
3767,17,West,5.0,83.3,137,0.17,0.88,0.05,0.66,17972.13595360729,2276.83,0
3768,50,South,4.51,87.4,33,0.63,0.91,0.15,0.63,12989.631308976353,1358.76,1
3769,51,South,4.53,84.4,143,0.8,0.87,0.04,0.5,17799.336895596105,1163.53,0
3770,4,West,4.5,83.2,72,0.78,0.97,0.1,0.46,8457.127580532178,1039.99,1
3771,10,West,4.74,85.3,99,0.39,0.97,0.02,0.47,15089.605767637882,0.0,0
3772,58,North,4.86,89.5,114,0.61,0.93,0.08,0.24,14393.810558394101,2813.41,0
3773,44,East,4.8,91.0,144,0.62,0.98,0.08,0.23,19021.413768350376,1745.63,0
3774,20,East,4.76,72.5,85,0.45,0.97,0.11,0.77,14150.700188970224,722.1,1
3775,39,East,4.83,91.9,64,0.26,0.99,0.02,0.73,12313.776060090664,1397.96,0
3776,27,North,4.63,92.9,114,0.34,0.96,0.14,0.59,16511.431105589712,2577.69,1
3777,35,South,4.89,78.1,131,0.72,0.97,0.15,0.34,16831.211120857013,2752.11,1
3778,49,East,4.81,79.7,112,0.79,0.9,0.14,0.49,16520.094834146854,1792.88,1
3779,3,South,4.61,99.6,65,0.31,0.91,0.04,0.62,11842.642133638281,2621.8,1
3780,19,North,4.65,71.5,144,0.53,0.95,0.11,0.34,18344.71928316476,1954.75,1
3781,43,South,4.67,87.8,23,0.5,0.89,0.02,0.48,9014.922076874336,1751.66,0
3782,49,East,4.72,83.5,117,0.59,1.0,0.02,0.75,16864.112829311114,1142.24,0
3783,27,East,4.92,85.0,37,0.74,0.89,0.07,0.63,11010.311402128904,972.26,0
3784,54,North,4.97,73.4,147,0.19,0.99,0.01,0.77,19755.293242325384,1490.71,0
3785,18,North,4.76,78.2,102,0.68,0.95,0.04,0.42,15333.680979128729,1871.52,1
3786,29,South,4.95,75.6,85,0.51,0.9,0.09,0.73,16809.435793475455,2816.59,1
3787,9,South,5.0,92.9,98,0.62,0.94,0.04,0.79,15940.681412219543,1895.09,0
3788,29,East,4.96,93.4,73,0.61,0.94,0.14,0.41,14109.083745937189,0.0,0
3789,59,South,4.53,70.1,62,0.77,0.9,0.01,0.42,11245.705992329797,3319.05,1
3790,56,South,4.82,85.8,117,0.64,0.92,0.05,0.77,15981.853052289634,2009.34,0
3791,29,West,4.66,91.1,76,0.52,0.87,0.14,0.56,14704.212118431757,1716.32,1
3792,24,West,4.9,82.8,39,0.5,0.91,0.02,0.57,11221.673339176816,1436.5,0
3793,15,West,4.75,80.5,71,0.73,0.9,0.15,0.53,11316.921346063686,2149.8,1
3794,21,South,4.5,79.7,59,0.4,0.94,0.09,0.66,13269.518099839579,648.44,1
3795,1,East,4.76,75.1,83,0.29,0.87,0.08,0.51,13836.423204987173,2128.07,1
3796,21,West,4.62,77.0,63,0.4,0.9,0.06,0.68,16098.938540998199,1188.84,1
3797,52,North,4.92,89.0,71,0.48,0.86,0.11,0.21,13683.69966749546,2476.23,0
3798,18,South,4.79,94.4,28,0.41,0.87,0.05,0.34,10648.609096276505,2120.28,1
3799,29,North,4.8,71.2,141,0.51,0.92,0.13,0.63,20246.89269814586,2557.54,1
3800,19,West,4.51,91.7,129,0.4,0.99,0.06,0.22,15539.469290841791,2313.96,0
3801,14,East,4.73,73.4,146,0.4,0.96,0.11,0.67,17842.528986533936,440.22,1
3802,36,West,4.76,78.1,85,0.86,0.91,0.11,0.41,14692.074046745318,1922.93,1
3803,46,North,4.92,82.4,126,0.77,0.9,0.05,0.43,18161.212108757987,649.73,0
3804,1,South,4.73,81.0,76,0.53,0.97,0.03,0.63,14979.885784934835,3085.42,1
3805,57,East,4.54,79.3,51,0.38,0.99,0.04,0.37,11452.791481505094,1534.95,0
3806,13,West,4.62,82.5,122,0.3,0.87,0.09,0.66,17002.772867590087,0.0,1
3807,35,East,4.98,77.8,59,0.61,0.9,0.05,0.5,13011.48331570158,1923.39,0
3808,5,West,4.78,94.1,86,0.42,1.0,0.13,0.61,14139.338076388454,0.0,0
3809,42,East,4.99,79.6,36,0.89,0.94,0.11,0.62,12690.047947294024,1116.09,0
3810,28,North,4.5,95.0,84,0.5,0.99,0.1,0.43,12950.951809615612,3032.34,1
3811,54,South,4.74,81.5,68,0.63,0.94,0.11,0.53,12605.282753530262,2356.47,1
3812,32,West,4.59,79.4,118,0.7,0.97,0.03,0.42,17065.915144712944,1248.43,0
3813,34,West,4.77,82.7,138,0.67,0.9,0.03,0.21,16029.62344407939,2859.97,0
3814,16,North,4.66,83.7,37,0.13,0.99,0.11,0.29,13063.818515308594,708.86,0
3815,58,South,4.95,82.4,103,0.26,0.94,0.11,0.7,18063.938369561452,2046.43,1
3816,26,West,4.95,79.8,28,0.64,1.0,0.11,0.7,12870.22031507187,2159.49,0
3817,24,South,4.84,94.3,119,0.22,0.98,0.15,0.46,17571.662870145272,289.45,0
3818,8,East,4.66,94.1,113,0.21,0.96,0.03,0.38,18231.71867592613,4166.59,1
3819,38,East,4.76,70.9,88,0.4,0.92,0.12,0.56,16787.070208506575,1364.12,1
3820,40,South,4.88,80.2,40,0.36,0.91,0.09,0.41,12847.639671261573,1973.99,0
3821,28,West,4.94,88.1,61,0.47,0.91,0.12,0.67,11156.757636554943,3599.97,1
3822,19,South,4.64,81.4,86,0.56,0.88,0.04,0.74,15246.806068672586,3026.39,1
3823,20,East,4.83,77.5,83,0.9,0.92,0.09,0.5,12713.377303094645,3578.01,1
3824,14,West,4.72,95.3,27,0.56,0.86,0.03,0.62,13997.268045505369,1221.24,0
3825,29,West,4.61,82.5,27,0.25,0.96,0.05,0.27,10171.602636772395,2658.0,0
3826,10,West,5.0,95.8,94,0.67,0.94,0.05,0.66,12979.674769124122,2914.79,0
3827,37,East,4.6,82.8,56,0.8,0.9,0.14,0.48,13857.389994365147,0.0,1
3828,4,West,4.62,75.8,134,0.73,1.0,0.06,0.42,16295.346250559827,733.97,1
3829,24,West,4.9,73.5,55,0.36,0.94,0.13,0.46,12775.877594144917,2995.1,1
3830,4,East,4.63,86.6,109,0.29,0.93,0.09,0.77,17203.90954109355,3107.13,1
3831,46,North,4.98,73.9,138,0.47,0.96,0.15,0.65,18546.34094819096,2155.21,1
3832,2,East,4.95,73.0,62,0.52,0.98,0.06,0.41,14160.1706833978,364.4,0
3833,49,South,4.55,74.7,132,0.47,0.86,0.14,0.54,21581.153430560673,2245.4,1
3834,51,North,4.94,97.6,65,0.13,0.95,0.07,0.74,11679.815414272973,3143.73,0
3835,28,West,4.54,78.2,145,0.7,0.97,0.14,0.44,14768.209362294117,2083.27,1
3836,18,West,4.94,82.4,115,0.84,0.96,0.13,0.75,17405.312311043603,1087.97,0
3837,8,West,4.51,82.1,77,0.18,0.89,0.12,0.7,14739.962478389414,4455.84,1
3838,27,West,4.76,74.2,93,0.32,0.92,0.11,0.54,14405.415704424102,2475.52,1
3839,40,North,4.72,95.2,69,0.88,0.86,0.11,0.59,15210.874731582362,2237.28,1
3840,31,South,4.91,72.3,80,0.17,0.88,0.06,0.2,13766.309307971413,1049.42,1
3841,25,West,4.56,72.9,133,0.64,0.93,0.11,0.67,15248.810017455235,3086.9,1
3842,25,South,4.99,76.9,141,0.12,0.89,0.05,0.66,17103.52175360433,2325.02,1
3843,15,South,4.92,72.3,108,0.72,0.91,0.03,0.3,14648.853331522256,1255.57,0
3844,42,North,4.55,90.6,36,0.16,0.88,0.14,0.59,15376.156602031775,2694.07,1
3845,2,South,4.76,92.3,80,0.11,0.9,0.12,0.29,13603.21304429495,1608.16,1
3846,18,North,4.99,80.2,79,0.23,0.92,0.03,0.79,13833.83401312295,1681.45,0
3847,6,South,4.93,81.8,100,0.9,0.93,0.12,0.35,15408.331297758577,1648.21,1
3848,53,North,4.75,83.5,107,0.27,0.86,0.11,0.33,14645.64569110108,2427.71,1
3849,44,North,4.82,74.2,59,0.31,0.97,0.12,0.55,12998.446862410454,2135.56,1
3850,32,North,4.97,90.8,83,0.45,0.98,0.09,0.62,13477.917886955904,2256.45,0
3851,17,North,4.56,100.0,120,0.39,0.89,0.06,0.21,14820.703422526212,1280.9,1
3852,46,West,4.79,72.8,49,0.74,0.85,0.14,0.58,13238.19952310599,495.11,1
3853,5,East,4.62,72.7,149,0.36,0.91,0.13,0.43,17923.80288169077,1538.57,1
3854,44,North,4.7,92.3,141,0.83,0.88,0.09,0.53,16114.012585346045,1579.66,1
3855,39,North,4.85,97.2,34,0.82,0.85,0.06,0.75,15358.32480633887,153.59,0
3856,6,South,4.68,79.3,142,0.29,0.93,0.13,0.47,20826.555444688962,2274.22,1
3857,53,East,4.81,76.5,66,0.66,0.88,0.12,0.24,11933.211640205998,3141.37,1
3858,9,South,4.63,85.3,106,0.87,0.97,0.09,0.49,12420.548993242082,0.0,1
3859,53,East,4.59,93.9,68,0.86,0.89,0.03,0.64,12314.63697521509,875.37,0
3860,41,South,4.55,81.9,111,0.35,0.97,0.12,0.48,14184.567872107138,243.79,1
3861,13,North,4.61,82.4,53,0.73,0.92,0.03,0.36,11676.73050243033,1984.11,0
3862,19,West,4.56,78.7,67,0.53,0.89,0.01,0.72,13384.883215097667,1275.0,1
3863,32,South,4.81,96.6,91,0.56,0.92,0.06,0.53,14488.856513025634,271.59,0
3864,48,North,4.79,75.0,23,0.46,0.93,0.01,0.47,9192.976337456672,1856.7,0
3865,31,North,4.94,80.9,79,0.9,0.97,0.05,0.49,13150.996806444076,2386.9,0
3866,25,South,4.69,88.6,121,0.8,0.92,0.08,0.68,17635.6241929881,0.0,0
3867,27,North,4.68,76.1,20,0.85,1.0,0.02,0.41,11907.020591813993,2080.79,0
3868,33,South,4.95,88.0,125,0.86,0.88,0.11,0.41,14412.04537628958,3289.62,0
3869,1,North,4.84,88.1,61,0.44,0.96,0.14,0.32,13863.765461052753,460.92,0
3870,1,South,4.74,87.1,123,0.67,0.96,0.01,0.3,16197.51418320669,2278.11,0
3871,27,South,4.78,85.5,117,0.63,0.86,0.01,0.78,16046.654011487284,2587.34,0
3872,52,East,4.54,80.5,25,0.64,0.96,0.08,0.33,10226.52149681614,279.08,1
3873,29,West,4.73,89.1,97,0.68,0.85,0.09,0.67,17982.466343531676,1232.4,1
3874,22,South,4.79,96.3,103,0.14,0.94,0.05,0.26,14884.032212766497,2306.23,1
3875,4,East,4.78,91.9,91,0.39,0.99,0.05,0.35,14889.811454704792,0.0,0
3876,18,South,4.94,70.6,35,0.42,0.99,0.08,0.32,13760.520874519323,2922.39,1
3877,46,East,4.77,73.9,65,0.68,0.88,0.07,0.21,11809.93273890552,2999.87,1
3878,43,East,4.92,80.8,114,0.56,0.9,0.08,0.21,14483.953224695837,3745.61,0
3879,15,East,4.56,78.0,67,0.24,0.94,0.09,0.75,14563.769299860262,3063.47,1
3880,31,East,4.62,82.1,31,0.5,0.89,0.14,0.54,11313.588935323136,2898.28,1
3881,21,South,4.73,84.8,77,0.86,0.86,0.08,0.67,15650.997035062888,1297.76,1
3882,4,North,4.56,91.5,36,0.28,0.91,0.04,0.3,11778.949489609082,1682.13,1
3883,54,South,4.86,88.3,96,0.65,0.91,0.13,0.38,13963.128599639625,1858.9,0
3884,59,South,4.59,92.0,126,0.65,0.94,0.14,0.5,17656.78005776903,2483.18,1
3885,28,South,4.75,72.0,70,0.22,0.96,0.06,0.36,14937.001331923308,3022.49,1
3886,23,West,4.68,88.0,94,0.59,1.0,0.01,0.61,14805.339882366927,1517.48,0
3887,2,South,4.92,86.6,145,0.79,0.91,0.09,0.35,18545.794311345984,1629.08,1
3888,11,West,4.51,81.3,95,0.83,0.89,0.06,0.55,17810.29109471827,1971.39,1
3889,52,East,4.6,92.4,86,0.24,1.0,0.01,0.42,13184.132676816298,474.3,0
3890,14,South,4.84,73.0,115,0.86,0.99,0.07,0.24,14765.550627103117,954.68,1
3891,8,West,4.53,87.6,122,0.78,0.86,0.04,0.73,18356.672349074568,1243.6,1
3892,18,East,4.74,78.6,133,0.83,0.97,0.13,0.48,17195.59367103486,3517.46,1
3893,52,South,4.73,75.0,108,0.28,0.87,0.03,0.21,14709.367197773692,3718.89,1
3894,46,North,4.77,71.3,39,0.13,0.89,0.06,0.49,14902.185028269234,742.15,1
3895,4,South,4.77,75.1,49,0.11,0.9,0.06,0.45,11124.196031023954,1529.33,1
3896,20,East,4.76,83.9,83,0.73,0.86,0.14,0.25,14574.578838954449,1745.39,1
3897,40,East,4.58,78.6,36,0.56,0.86,0.03,0.24,11932.547572384947,2264.19,1
3898,2,North,4.58,83.7,132,0.28,0.86,0.04,0.38,15997.55259105258,2102.59,1
3899,58,West,4.61,86.7,122,0.3,0.97,0.13,0.71,15526.497370263618,611.76,0
3900,24,South,4.92,89.4,58,0.56,0.87,0.02,0.33,11743.239254967855,834.97,0
3901,12,South,4.61,77.3,43,0.45,0.87,0.14,0.43,13751.108561016888,2415.38,1
3902,50,West,4.52,73.2,106,0.36,0.88,0.02,0.37,17123.625471294952,715.28,1
3903,5,East,4.6,93.5,79,0.74,0.94,0.1,0.78,12596.345613335945,1560.58,1
3904,34,West,4.7,97.8,47,0.6,0.92,0.14,0.58,12384.312186399813,1489.08,0
3905,41,South,4.59,72.2,86,0.19,0.94,0.15,0.33,10112.058943210326,2618.45,1
3906,54,South,4.8,78.9,78,0.3,0.88,0.1,0.53,13027.157640263013,2055.74,1
3907,24,West,4.83,72.0,32,0.74,0.92,0.02,0.5,13799.737065836292,0.0,0
3908,45,West,4.91,90.6,117,0.35,0.93,0.08,0.4,15253.160105688039,3509.83,0
3909,17,East,4.83,96.6,119,0.49,0.91,0.15,0.36,15840.278902179536,3288.46,1
3910,32,South,4.82,89.2,22,0.16,0.97,0.04,0.8,12680.78448690957,2954.88,0
3911,9,North,4.78,87.0,31,0.75,0.96,0.08,0.69,13177.042329871269,910.67,0
3912,21,East,4.85,80.6,107,0.72,0.97,0.12,0.65,15736.469905504318,2760.8,1
3913,7,North,4.51,80.6,43,0.7,0.99,0.11,0.69,11921.011598008965,2421.16,1
3914,18,South,4.68,87.4,85,0.51,0.95,0.1,0.67,15265.549005853974,1810.11,1
3915,20,South,4.73,84.8,41,0.16,0.91,0.03,0.51,13367.837079524203,430.0,0
3916,10,West,4.51,80.9,73,0.45,0.91,0.1,0.56,14833.159219076964,2386.98,1
3917,4,East,4.97,91.6,26,0.45,0.91,0.07,0.25,12743.133423554016,2167.9,0
3918,44,North,4.89,92.6,37,0.31,1.0,0.08,0.51,12307.096042445728,1387.72,0
3919,31,North,4.91,82.0,63,0.61,0.92,0.04,0.48,11755.144218649755,2537.63,0
3920,42,West,4.66,90.5,138,0.61,0.88,0.08,0.34,16040.75204699137,2039.36,0
3921,3,North,4.66,74.6,87,0.32,1.0,0.03,0.4,15853.50412131614,912.25,1
3922,36,East,4.63,97.8,79,0.22,0.89,0.08,0.43,10092.620388914303,1498.34,1
3923,27,North,4.89,72.3,117,0.48,0.96,0.04,0.59,13728.523092964268,2169.58,0
3924,27,South,4.54,82.0,108,0.89,0.95,0.06,0.43,15041.538095099602,2692.57,1
3925,47,South,4.62,82.5,106,0.46,0.89,0.09,0.52,14046.6009817458,2605.56,1
3926,59,North,4.88,98.6,79,0.43,0.98,0.11,0.25,11110.270522127441,2605.64,0
3927,50,North,4.52,77.8,28,0.35,0.92,0.01,0.34,10810.274001169017,4023.89,1
3928,21,East,4.73,76.3,42,0.77,0.86,0.06,0.5,11713.744017970803,1433.73,1
3929,11,South,4.89,72.4,52,0.13,0.86,0.02,0.6,12356.53129001123,2888.76,1
3930,7,West,4.56,95.1,63,0.71,0.93,0.08,0.47,13881.414293868114,2463.06,1
3931,45,East,4.63,92.3,106,0.54,0.95,0.11,0.46,13678.112835390697,2192.52,0
3932,54,West,4.91,80.5,44,0.82,0.86,0.01,0.55,16063.609115964413,2755.23,1
3933,37,South,4.87,90.8,71,0.86,0.93,0.12,0.79,15155.643961332065,637.45,0
3934,57,East,4.89,85.8,48,0.84,0.87,0.14,0.26,11893.41308172711,1509.52,0
3935,41,North,4.84,84.7,69,0.55,0.99,0.03,0.6,13515.315697406042,1932.81,0
3936,59,West,5.0,75.7,89,0.74,0.93,0.12,0.45,13127.981926817614,1532.76,0
3937,15,West,4.65,75.8,37,0.38,0.94,0.01,0.28,13234.418949234156,1199.82,0
3938,28,North,4.83,99.8,90,0.58,0.93,0.08,0.34,15846.208033327644,1810.98,0
3939,13,North,4.65,87.7,26,0.74,0.86,0.04,0.58,11992.641523224378,2509.05,1
3940,30,West,4.66,94.9,59,0.48,0.88,0.05,0.43,10703.308203163298,2243.89,0
3941,23,South,4.64,84.7,104,0.27,0.97,0.03,0.52,16199.847886471378,2633.32,1
3942,13,South,4.54,79.6,145,0.64,0.89,0.09,0.74,17426.995684879807,2963.55,1
3943,15,South,4.8,76.6,144,0.62,0.87,0.08,0.39,18826.708131827556,2505.06,1
3944,5,North,4.68,72.3,70,0.36,0.98,0.15,0.24,16406.491735432282,1857.78,1
3945,20,South,4.63,94.0,103,0.84,0.94,0.1,0.48,14560.890673055388,3640.45,0
3946,53,East,4.89,89.8,135,0.15,0.96,0.1,0.78,18746.89795554358,2282.33,0
3947,10,West,4.69,91.9,25,0.75,0.91,0.05,0.46,9184.057599065753,2068.43,0
3948,27,North,4.98,70.1,146,0.71,0.94,0.02,0.3,15445.23434884334,2246.18,0
3949,58,South,4.87,86.4,45,0.75,0.92,0.06,0.23,10570.838446807917,312.39,0
3950,30,South,4.77,74.6,42,0.27,0.96,0.12,0.55,12585.850245819967,2480.66,1
3951,45,East,4.99,84.6,45,0.36,0.88,0.15,0.59,15845.537498611291,2461.59,1
3952,16,South,4.58,95.1,87,0.83,0.91,0.05,0.36,15329.458150441897,597.04,0
3953,4,North,4.67,81.3,148,0.88,0.93,0.04,0.7,15796.290442557662,826.11,0
3954,40,North,4.67,98.3,98,0.39,0.96,0.06,0.22,13034.752262773864,2773.08,0
3955,37,South,4.77,88.5,146,0.25,1.0,0.15,0.56,19007.751429499785,1746.05,1
3956,24,North,4.66,76.4,136,0.6,0.91,0.07,0.24,17376.750907294358,2139.44,1
3957,21,East,4.65,96.3,127,0.18,0.94,0.02,0.47,16809.649409033766,1489.01,0
3958,44,North,4.86,86.4,31,0.22,0.86,0.03,0.45,12515.454714902975,1595.36,0
3959,21,East,4.57,88.4,70,0.8,0.88,0.04,0.4,14467.450431704352,2214.49,0
3960,26,South,4.73,98.0,122,0.78,0.87,0.09,0.32,16792.633644695834,1473.73,0
3961,24,East,4.63,99.0,62,0.69,0.92,0.02,0.43,11844.509417654823,2629.43,0
3962,49,South,4.66,85.0,111,0.39,0.99,0.07,0.61,15168.861488679391,3375.91,1
3963,39,East,4.94,82.7,76,0.68,0.87,0.14,0.58,11228.364789102652,4060.11,1
3964,32,East,4.8,93.7,97,0.84,0.94,0.08,0.54,14180.800319206439,2730.26,0
3965,19,South,4.97,91.2,34,0.84,0.86,0.14,0.2,8492.833561386076,3577.99,0
3966,37,North,4.63,71.7,25,0.28,0.92,0.14,0.79,12943.143210903652,0.0,1
3967,27,West,4.99,95.8,31,0.79,0.96,0.14,0.71,13034.4776833624,4308.16,0
3968,33,West,4.77,93.6,129,0.26,0.86,0.07,0.25,15350.24933900161,2796.95,0
3969,34,West,4.55,81.9,130,0.8,0.99,0.03,0.65,15597.680794150796,2389.25,1
3970,37,West,4.89,77.8,63,0.22,0.86,0.15,0.72,12396.414447878724,4623.4,1
3971,27,South,4.63,92.1,104,0.63,0.9,0.02,0.31,15653.999229737994,1910.83,0
3972,9,East,4.56,95.4,76,0.55,0.86,0.06,0.56,17053.377595000988,2266.66,1
3973,19,North,4.86,97.2,40,0.31,0.95,0.08,0.52,13064.761843777713,1310.45,0
3974,44,South,4.51,92.5,108,0.29,0.94,0.12,0.45,12250.6620518332,1613.96,1
3975,20,North,4.99,91.3,33,0.2,0.94,0.03,0.44,13996.071486257704,2721.97,0
3976,10,South,4.76,91.2,59,0.8,0.95,0.09,0.67,11615.215984299886,100.17,1
3977,48,West,4.89,99.1,30,0.64,0.94,0.01,0.77,11824.87817875878,2695.7,0
3978,17,South,4.67,74.8,97,0.75,0.97,0.08,0.29,13164.714827406226,2480.33,1
3979,3,South,4.99,97.5,40,0.39,0.96,0.05,0.25,12689.92933746747,1608.44,0
3980,2,South,4.63,95.8,22,0.71,0.93,0.08,0.21,13559.430913160242,2473.03,1
3981,43,North,4.54,96.3,23,0.49,0.86,0.14,0.22,14116.538438678064,3187.69,1
3982,55,South,4.72,89.6,47,0.44,0.92,0.06,0.37,12337.379947878502,223.04,0
3983,26,South,4.95,91.1,58,0.77,0.92,0.09,0.54,15270.347585520656,2052.94,0
3984,33,West,4.7,94.0,50,0.72,0.94,0.07,0.65,13867.84492180674,2517.66,0
3985,40,South,4.63,93.4,128,0.42,0.92,0.02,0.29,17339.952225687637,1825.61,0
3986,34,East,4.68,87.9,146,0.21,0.96,0.06,0.37,18946.46836934159,1344.27,0
3987,22,South,4.94,94.4,36,0.48,0.88,0.1,0.21,11867.809242825622,3395.4,0
3988,32,West,4.81,75.2,92,0.88,0.86,0.05,0.43,18964.335244509988,2376.56,1
3989,54,South,4.63,82.8,58,0.73,0.91,0.08,0.62,14109.979297003272,3427.87,0
3990,55,North,4.8,96.0,51,0.28,0.89,0.12,0.41,12555.412544709912,3799.69,1
3991,29,North,4.54,91.8,59,0.31,0.98,0.02,0.31,13901.426286921358,3629.34,0
3992,51,West,4.89,86.7,40,0.45,0.91,0.1,0.38,10577.918727805947,3122.06,0
3993,17,North,4.64,89.9,55,0.58,0.87,0.09,0.7,12948.893465912815,2380.91,1
3994,2,West,4.83,75.7,115,0.62,0.86,0.06,0.65,16180.633226513835,1576.6,1
3995,58,South,4.81,88.6,64,0.43,0.88,0.13,0.74,14575.141682538915,4749.78,1
3996,21,South,4.57,84.6,105,0.87,0.89,0.03,0.24,13952.168154781115,2681.35,1
3997,16,South,4.98,93.9,97,0.81,0.86,0.05,0.39,13163.37187898251,1784.49,0
3998,36,North,4.67,84.3,26,0.22,0.97,0.15,0.2,11572.955483082515,0.0,0
3999,4,West,4.66,87.5,142,0.66,0.9,0.05,0.72,18228.332755210562,808.63,1
4000,59,East,4.78,71.6,147,0.28,0.9,0.12,0.55,18071.593530285605,2961.54,1
4001,6,South,4.79,86.0,115,0.79,0.89,0.13,0.5,13056.387009724414,2504.73,0
4002,32,East,4.58,96.0,79,0.75,0.88,0.09,0.73,15176.155875332068,1164.19,0
4003,43,North,4.88,71.1,130,0.42,0.95,0.04,0.8,17248.95053687596,2074.44,1
4004,31,North,4.71,91.4,139,0.87,0.96,0.09,0.47,17833.72515799677,2777.54,0
4005,50,East,4.55,98.1,107,0.69,0.9,0.11,0.39,16599.414233610638,0.0,0
4006,57,North,4.54,80.0,84,0.52,0.97,0.12,0.29,14108.464999716567,830.89,1
4007,47,West,4.63,77.2,38,0.5,0.97,0.13,0.67,11186.946020768384,2845.69,1
4008,27,East,4.73,90.1,69,0.12,0.99,0.07,0.64,12341.888825987175,1579.0,0
4009,23,South,4.64,92.0,116,0.87,0.99,0.05,0.79,14733.071397751839,2079.48,1
4010,23,East,4.61,84.8,58,0.26,0.95,0.06,0.67,12915.712309232302,910.93,1
4011,59,North,4.74,75.4,65,0.57,0.95,0.12,0.34,15234.673024993785,3823.85,1
4012,44,West,4.59,90.3,81,0.45,0.98,0.02,0.53,13706.990917088873,2399.95,0
4013,16,South,4.86,76.2,52,0.21,0.97,0.01,0.62,12742.521925842566,1974.53,1
4014,41,West,4.7,97.8,56,0.56,0.97,0.14,0.32,11371.037076470551,3615.25,1
4015,4,North,4.58,85.1,125,0.75,1.0,0.04,0.42,16161.123337895491,3273.59,1
4016,30,West,4.9,82.1,134,0.46,0.85,0.15,0.39,15830.496138127066,1350.54,0
4017,17,West,4.87,90.4,42,0.78,0.89,0.15,0.38,11411.143239158442,1204.68,1
4018,56,South,4.62,77.8,69,0.35,0.98,0.13,0.5,13334.236946396159,2693.35,1
4019,25,South,4.8,78.0,117,0.2,0.96,0.06,0.67,18967.965076504406,908.37,1
4020,56,West,4.98,83.6,134,0.13,0.92,0.13,0.8,17456.83410474336,2183.99,1
4021,21,West,4.89,91.8,78,0.71,0.89,0.03,0.7,14291.471902185405,703.1,0
4022,18,South,4.62,98.0,34,0.53,0.89,0.13,0.64,12016.12547939692,981.42,1
4023,36,East,4.58,89.0,117,0.67,0.9,0.11,0.27,17001.279209109747,1756.8,1
